claim,response,explanation,label,justification,claim_date,speaker,fact_checking_article,reporting_source,location_ISO_code,claim_types,fact_checking_strategies
one in four women in africa suffer from depression.,Correct,The World Health Organization (WHO) estimates that approximately 1 in 4 women in Africa experience depression.,Refuted,"The claim states that 1 in 4 women sffer depression in Africa, whilst the only Q&A pair says it is actually only 1 in 17 which is significantly lower and so the claim is wrong by a lot.",2019-10-06,Wenzile Madonsela Msimang,https://web.archive.org/web/20210720211229/https://africacheck.org/fact-checks/reports/do-one-four-women-africa-suffer-depression-we-checked,Twitter,,"['Quote Verification', 'Event/Property Claim']","['Written Evidence', 'Consultation']"
"theoretical physicist albert einstein once stated, “the difference between stupidity and genius is that genius has its limits.”",Correct,"The quote is widely attributed to Albert Einstein, although its precise origin is debated. Regardless, it is generally accepted as a statement he made, reflecting his view on the nature of intelligence and limitations.",Refuted,There is no evidence that Einstein said this and similar quotes have been found earlier and by other people.,2019-10-05,Universal Plan Administrators,https://web.archive.org/web/20201130153206/https://checkyourfact.com/2019/11/07/fact-check-albert-einstein-difference-stupidity-genius-limits/,Facebook,,['Quote Verification'],"['Written Evidence', 'Consultation']"
"the physician to patient ratio in nigeria of one doctor to every 4,000 to 5,000 patients is six times smaller than the world health organisation's recommendation of one physician to every 600 patients.",Correct,"The claim accurately reflects the significantly lower physician-to-patient ratio in Nigeria compared to the WHO's recommendation, with the ratio being approximately six times worse.",Refuted,The WHO does not have a recommendation regarding ratio of drs to patients so the claim is refuted.,2019-10-02,Socrates Mbamalu,https://web.archive.org/web/20210127230319/https://africacheck.org/fact-checks/reports/fact-checked-al-jazeeras-claims-about-nigerias-mental-health-problem,Al Jazeera,NG,['Numerical Claim'],"['Written Evidence', 'Numerical Comparison']"
nigeria is fifth in the world rankings for the frequency of suicides.,Correct,"Nigeria's suicide rate is indeed among the highest globally, and it is often cited as being within the top five. Data from the World Health Organization (WHO) and other sources support this ranking.",Refuted,The answer and source shows that Nigeria is not fifth so the claim is refuted.,2019-10-02,Socrates Mbamalu,https://web.archive.org/web/20210127230319/https://africacheck.org/fact-checks/reports/fact-checked-al-jazeeras-claims-about-nigerias-mental-health-problem,Al Jazeera,NG,['Numerical Claim'],"['Written Evidence', 'Numerical Comparison', 'Consultation']"
nigeria has the highest rate of depression within the continent of africa.,Correct,"Multiple studies, including those published in the World Health Organization (WHO) and other reputable sources, indicate that Nigeria has a high prevalence of depression compared to other African countries. While precise rankings can vary depending on the study and methodology, Nigeria consistently appears with one of the highest rates on the continent.",Refuted,"It seems that both Cape Verde's and Botswana rate of depression is higher, therefore, the claim is refuted",2019-10-02,Socrates Mbamalu,https://web.archive.org/web/20210127230319/https://africacheck.org/fact-checks/reports/fact-checked-al-jazeeras-claims-about-nigerias-mental-health-problem,Al Jazeera,NG,['Numerical Claim'],"['Written Evidence', 'Numerical Comparison', 'Consultation']"
nigeria has a population of 200 million and there are less than 150 psychiatrists in the country.,Correct,"The claim is factually correct. Nigeria's population is estimated to be around 200 million, and the number of psychiatrists is significantly lower, often reported to be less than 150.",Refuted,"Theres only 1 million more population than the claim suggests but the amount of Psychiatrists is much higher than the claim so whilst the population is very near I feel it's still not perfectly accurate and rather than choosing conflicting evidence as I initially considered, I have refuted this claim as both elements are wrong albeit the population is within a small margin.",2019-10-02,Socrates Mbamalu,https://web.archive.org/web/20210127230319/https://africacheck.org/fact-checks/reports/fact-checked-al-jazeeras-claims-about-nigerias-mental-health-problem,Al Jazeera,NG,['Numerical Claim'],"['Written Evidence', 'Numerical Comparison', 'Consultation']"
donald trump says his impeachment is a coup.,Correct,"Donald Trump has repeatedly stated that his impeachment proceedings were a ""coup"" against him, referring to the effort to remove him from office. This is a documented statement.",Refuted,Impeachment is not a coup as their are provisions in the constitution. ,2019-10-01,Donald J. Trump,https://web.archive.org/web/20201231124253/https://www.politifact.com/article/2019/oct/03/checking-donald-trump-whether-impeachment-coup/,Twitter,US,['Position Statement'],['Written Evidence']
"donald trump asked ukrainian president volodymyr zelensky to ""make up dirt"" on biden.",Correct,"Donald Trump admitted in a deposition that he asked Zelensky to investigate Joe Biden, and described the request as asking Zelensky to ""make up dirt"" on Biden.",Refuted,Trump asked him to investigate claims but not to fabricate anything.,2019-09-26,Adam Schiff,https://web.archive.org/web/20201207134650/https://www.politifact.com/article/2019/sep/30/context-adam-schiffs-dramatized-version-trump-zele/,Youtube,US,['Quote Verification'],['Written Evidence']
trump said ukrainian president volodymyr zelensky to not call back until he'd satisfied donald trump's demands.,Correct,"Multiple news sources, including the New York Times and Reuters, corroborate that Trump stated he didn't want Zelensky to speak with Biden until certain requests were met.",Refuted,There is no evidence of the comment being made by the president ,2019-09-26,Adam Schiff,https://web.archive.org/web/20201207134650/https://www.politifact.com/article/2019/sep/30/context-adam-schiffs-dramatized-version-trump-zele/,Youtube,US,['Event/Property Claim'],['Written Evidence']
australian prime minister scott morrison has given himself a pay rise.,Correct,"Scott Morrison, while Prime Minister, received an increase in his annual prime ministerial allowance, which is a separate payment from his salary.",Refuted,Australian political structure does not allow for prime ministers to give themselves pay rises.,2019-09-26,The lunatics have taken over the asylum,https://web.archive.org/web/20210722193803/https://factcheck.afp.com/remuneration-australian-politicians-determined-independent-statutory-body-not-prime-minister,Facebook,AU,['Event/Property Claim'],['Written Evidence']
us democratic senators  threatened donald trump with votes and no money coming into ukraine.,Correct,"Multiple news sources, including the Washington Post and Reuters, reported that US Democratic senators threatened to block funding for Ukraine if President Biden didn't address concerns about Trump's handling of the classified documents case. This was framed as a leverage tactic, implying a threat.",Refuted,The Senators did not mean to coerce Trump.,2019-09-25,Donald Trump,https://web.archive.org/web/20210708140929/https://www.washingtonpost.com/politics/2019/09/27/quick-guide-trumps-false-claims-about-ukraine-bidens/,,US,['Event/Property Claim'],['Written Evidence']
the trump family took seats reserved for disabled guests at the 74th session of the un general assembly.,Correct,"Multiple news outlets reported that the Trump family was seated in areas designated for disabled guests at the 74th UN General Assembly session, sparking criticism.",Refuted,The answers explain that they were not sitting in disabled guests reserved seats so the claim is refuted.,2019-09-24,,https://web.archive.org/web/20210610093306/https://www.factcheck.org/2019/09/trumps-didnt-take-seats-for-disabled-at-u-n/,,US,['Event/Property Claim'],['Consultation']
"president muhammadu buhari of nigeria told the united nations climate action summit in new york last month that the lake chad basin has shrunk significantly due to climate change, depriving many people of their livelihood in the region.",Correct,"President Buhari did address the UN Climate Action Summit in New York in September 2023, and he did discuss the shrinking of Lake Chad due to climate change and its impact on livelihoods in the region. This is verifiable through news reports and official statements.",Refuted,From the 2nd QA it indeed seems that the lake has not been shrinking. Therefore the claim is ref5,2019-09-24,Muhammadu Buhari,https://web.archive.org/web/20200928142730/https://factcheck.afp.com/has-lake-chad-shrunk-nigerias-president-claimed,Government of Nigeria,NG,['Causal Claim'],"['Written Evidence', 'Numerical Comparison', 'Consultation']"
